OBJECTID,PROFILE,GNIS_NAME,SHEETNUM,LEN_MI,LEN_FT,SITUATION,ALT_NAME,HYPERLINK_EXT,THUMBNAIL,GLOBALID,SHAPE_Length
848,M0000174p,Pole Bridge Branch tributary,16P,0.51175565,2702.06984034, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000174p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000174p.jpg,{6177356C-D446-4ABE-A288-9B562C3B6934},2702.06984034494
849,M0000190p,Budd Run,02P,0.81439394,4300,Stream,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000190p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000190p.jpg,{6D99ED91-9FD0-45B9-9CD5-16378108F3D8},4299.99951692045
850,M0000193p,Tributary to Mill Creek,05P,0.74076579,3911.24336541, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000193p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000193p.jpg,{C0917A6E-339C-43E7-AFF8-D112060584C3},3911.24336540549
851,M0000196p,North Branch Rancocas Creek,02P,2.08333333,11000,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000196p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000196p.jpg,{4E50C563-26FC-4CFF-B95B-01B6189D846C},11000.0004317639
852,M0000195p,North Branch Rancocas Creek,03P,1.9710937,10407.3747289,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000195p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000195p.jpg,{1FD96E88-FE1A-4EA4-BC79-2518487F5041},10407.374877285
853,M0000199p,Mt. Holly By-pass Channel,05P,0.21932467,1158.03425824,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000199p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000199p.jpg,{DB495DDC-747E-4A80-BB0B-DBDB4EDDA07F},1158.03413464049
854,M0000203p,North Branch Rancocas Creek,01P,2.12807142,11236.217122, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000203p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000203p.jpg,{3D5496C5-1065-44A8-A0CE-22DD81D9F86D},11236.2174683922
855,V0000087p,Matawan Creek,Sheet 9,2.40292375,12687.4374151, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000087p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000087p.jpg,{93E78592-0A5C-499E-9491-BF852F52317F},12687.4374151069
856,M0000202p,North Branch Rancocas Creek,02P,1.4689704,7756.16371738, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000202p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000202p.jpg,{C9DA6093-D6FB-4D46-A634-88D172B35A28},7756.16371737376
857,M0000206p,Tributary to Mill Creek,07P,0.38468409,2031.13201441, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000206p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000206p.jpg,{3F028B87-515A-45EB-8310-6F9B7D6DCA27},2031.13201440617
858,M0000207p,South Branch Mill Creek,06P,1.38633456,7319.84645887, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/M0000207p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/M0000207p.jpg,{3AEF035E-48CA-4C1E-A344-3AB28ED99CDD},7319.84645887492
859,N0000038p,Jaquis Brook,07p,0.28515276,1505.60656834, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000038p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000038p.jpg,{DAF2BFE0-FB52-45D1-B6B6-DC7260264058},1505.60656834145
860,N0000072p,Passaic River,02p,0.275,1451.99999999,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000072p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000072p.jpg,{0BAFEDFB-17F2-43E4-A32D-2E8AC70B16AC},1452.00026116385
861,N0000073p,Passaic River,03p,0.25,1320,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000073p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000073p.jpg,{D6E6FB7F-D33C-43F6-9E26-5F72631E6FE4},1319.99982771889
862,N0000085p,Silver Brook,15p,0.49402623,2608.45848141, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000085p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000085p.jpg,{DEBA84CB-115C-4C5C-98DA-DB9E5D0E6F9C},2608.45848143366
863,N0000086p,Silver Brook,16p,0.50525727,2667.75836522, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000086p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000086p.jpg,{FEDFFF15-858F-4D6A-8890-F941B584EC38},2667.75836521502
864,N0000087p,Silver Brook,17p,0.70859527,3741.38301618, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/N0000087p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/N0000087p.jpg,{5A24CEA7-2E9B-466F-8721-711271B552BF},3741.38301619946
865,O0000083p,Waackaack Creek,08p,0.73976863,3905.97835993, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000083p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000083p.jpg,{FA53401D-6D5B-411E-B0AB-580E1197EF63},3905.97835992222
866,O0000085p,Mahoras Brook,09p,1.19708202,6320.59307999, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000085p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000085p.jpg,{588CDC83-91FB-426E-A46D-F50BBB1E105D},6320.59307999053
867,O0000088p,Big Brook,03p,2.12781972,11234.8881308, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000088p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000088p.jpg,{E96C0AE3-DDD6-42C6-8E0F-DC3CD7D62FA8},11234.8881308067
868,O0000086p,Hockhockson Brook,01p,0.87810506,4636.39473127, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/O0000086p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/O0000086p.jpg,{9697665E-3430-469C-B92C-575C0334F6BD},4636.39473127663
869,PRM00005p,Passaic River,2A,2.20163447,11624.6300142, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00005p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00005p.jpg,{EDD72529-EEFB-4BB6-BCBA-D68EA70E451D},11624.6302781412
870,PRM00040p,Passaic River,28A,1,5280,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/PRM00040p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/PRM00040p.jpg,{0504332F-04E0-4413-8733-49D836F09D22},5279.99976769679
871,Q0000014p,Tributary No. 1 to Overpeck Creek,OC-5,0.35394786,1868.84472412, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/Q0000014p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/Q0000014p.jpg,{8944B1FF-14B3-4DE5-A399-7C8300A3658F},1868.84472411703
872,R0000052p,Malapardis Brook,M-1,1.39339402,7357.12043596, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000052p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000052p.jpg,{6F59F2C0-6810-4FAD-B788-34D8906F4769},7357.12043595849
873,R0000054p,Green Pond Brook,GPB-1,0.64099151,3384.43516142, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000054p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000054p.jpg,{4ED43912-12BD-49E3-A530-431B27E1DFC4},3384.4351614235
874,R0000055p,Rockaway River,1,9.21001119,48628.8591094,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000055p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000055p.jpg,{763AE3D7-0282-47D6-A007-3352D3F0781D},48628.859477425
875,R0000056p,Rockaway River,2,5.95421051,31438.2314816,River/Stream centerline,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000056p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000056p.jpg,{17A0A91D-19E0-43EB-A87E-D2BB7A18C41F},31438.2317251461
876,R0000057p,Rockaway River,3,6.24076438,32951.2359005, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000057p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000057p.jpg,{65630464-2FC2-4EBD-B3E9-3D91154E1D14},32951.2359005359
877,R0000058p,Rockaway River,4,1.46576711,7739.2503212, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000058p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000058p.jpg,{39FA331A-0B3F-419B-BB51-240F7D5A4EF2},7739.25032119519
878,R0000058p,Foxs Brook,4,0.73922758,3903.12161052, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000058p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000058p.jpg,{8C0204C1-C4D0-465E-BD06-A7281A7AA6CA},3903.12161051986
879,R0000059p,Rockaway River,5,5.73186701,30264.2578195, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/R0000059p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/R0000059p.jpg,{06FDF5CD-5A32-4D45-9C80-8060F95373B6},30264.257819459
880,SUPPI015p,Dead River,DR-2A,1.92299227,10153.39916, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPI015p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPI015p.jpg,{2D288BF0-3C59-4C0D-879F-4138F13B2A95},10153.399159981
881,SUPPI025p,Harrisons Brook,HB-1A,0.94876815,5009.49580634, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPI025p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPI025p.jpg,{16B14A46-2058-4B70-8D0F-DDF768FE81FF},5009.49580633374
882,SUPPIV21p,Third River,08P,2.46144294,12996.4187063, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPIV21p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPIV21p.jpg,{9711D78C-7C8B-4BBF-89A2-45206513E4FD},12996.4187062332
883,SUPPXIII30p,Sprout Brook,27,1.7424353,9200.05836448, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXIII30p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXIII30p.jpg,{3B0A3304-7EB3-49AE-9756-ABD790646DC5},9200.05849506497
884,SUPPXIII29p,Sprout Brook,26,2.62001598,13833.6843764, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXIII29p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXIII29p.jpg,{5EDA9807-1F36-4E9C-9A07-0D311363BCD5},13833.6842458005
885,SUPPI019p,Dead River,DR-5A,2.87898921,15201.0630105, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPI019p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPI019p.jpg,{DD8810D1-68D1-432E-95E5-3CCBB6111F51},15201.0630104718
886,V0000020p,Manasquan River,Sheet 20,8.3853686,44274.7462183, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000020p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000020p.jpg,{727AA324-D9BC-4A81-9BBD-F8992780AB1D},44274.7462182255
887,SUPPXIII31p,Jordan Brook,28,1.21818087,6431.99499143, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXIII31p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXIII31p.jpg,{2A3281EE-FE32-47F5-86AD-29B89FF89E8E},6431.99499143643
888,SUPPXIII31p,Coalberg Brook,28,1.64641017,8693.04568875, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXIII31p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXIII31p.jpg,{83B320C2-D205-4E66-BF3D-51AEF6AE59B5},8693.04612538605
889,SUPPXIII31p,Coalberg Brook Tributary,28,0.27992455,1478.00164407, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/SUPPXIII31p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/SUPPXIII31p.jpg,{B933F838-0E2F-4E8C-B4AC-719AF514405F},1478.00133789907
890,V0000022p,Groundhog Brook,Sheet 22,0.53403835,2819.72248354, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000022p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000022p.jpg,{1400C285-925D-40BE-8F76-1ECDA5B2558E},2819.72248354422
891,V0000022p,Haystack Brook Branch 1 & 2,Sheet 22,4.81547593,25425.7128849, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000022p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000022p.jpg,{40CD610D-D65D-4782-8E60-787B293871C1},25425.7128848381
892,V0000022p,Polypod Brook,Sheet 22,0.130674,689.95873512, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000022p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000022p.jpg,{6089CF5D-7303-4978-B174-BBF6935D2AF4},689.958735120416
893,V0000024p,North Branch Metedeconk River D,Sheet 24,4.02228157,21237.6466982, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000024p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000024p.jpg,{8A80F465-465A-435A-A228-D6FB5A2B617F},21237.6466282871
894,V0000024p,North Branch Metedeconk River C,Sheet 24,3.11705235,16458.0364239, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000024p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000024p.jpg,{54F5874B-2F42-409C-AE3F-1B790BED360F},16458.03647133
895,V0000023p,North Branch Metedeconk River A,Sheet 23,3.17702634,16774.6990977, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000023p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000023p.jpg,{3D770434-3D85-4F82-BFFE-A74821AAB2CC},16774.6990976684
896,V0000023p,North Branch Metedeconk River B,Sheet 23,2.29789351,12132.8777479, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000023p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000023p.jpg,{1AB14596-F9C4-4AA0-B859-FA047F8A766F},12132.877650073
897,V0000038p,Tributary to Yellow Brook,Sheet 14,0.23703623,1251.55131753, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000038p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000038p.jpg,{E35E1E64-5247-4911-B122-7814D127D832},1251.55131752526
898,V0000038p,Weamaconk Creek,Sheet 14,2.24000633,11827.2334145, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000038p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000038p.jpg,{EC4C0B2E-2428-48BF-BFF4-5EA29F07A595},11827.2334694799
899,V0000038p,Wemrock Brook,Sheet 14,1.44407924,7624.73840874, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000038p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000038p.jpg,{96502E08-723B-498F-8BCC-F66B700FA902},7624.73840872462
900,V0000039p,Manasquan River,Sheet 15,8.50771604,44920.7406929, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000039p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000039p.jpg,{72AD9525-281B-4D0C-8DA0-6491F6911D64},44920.7406910624
901,V0000040p,Manasquan River Tributary A,Sheet 16,0.61556449,3250.18049786, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000040p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000040p.jpg,{A8E87D14-4216-4389-8EAA-A4F080A26BD7},3250.1804978559
902,V0000040p,Manasquan River Tributary B,Sheet 16,1.74864428,9232.84179997, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000040p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000040p.jpg,{930DFD53-6B34-4FD0-B3EB-756CC0F5D231},9232.84179996557
903,V0000040p,Manasquan River Tributary C,Sheet 16,1.51269498,7987.02949164, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000040p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000040p.jpg,{77AF0280-3D1B-4D4C-9DF4-23D589717985},7987.02949165591
904,V0000042p,Debois Creek,Sheet 18,4.13324913,21823.5553936, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000042p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000042p.jpg,{619ED3C4-5C1B-4667-B674-14D11090844D},21823.5553936268
905,V0000042p,Debois Creek tributary,Sheet 18,0.53670423,2833.79831928, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000042p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000042p.jpg,{5E7ECA81-5C24-4C8D-9894-F961F319CF03},2833.79831929617
906,V0000041p,Tepehemus Brook South Branch,Sheet 17,1.12085127,5918.09468797, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000041p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000041p.jpg,{B44B4E94-150F-4BA8-AA6B-6FEEB8BCB440},5918.09468797657
907,V0000059p,Davenport Branch,Sheet 16,2.42769366,12818.2225164, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000059p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000059p.jpg,{A5505930-B860-4924-B735-53D98F33636E},12818.2225163746
908,V0000059p,Old Hurricane Brook,Sheet 16,0.46828729,2472.55691411, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000059p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000059p.jpg,{FB85423A-F55F-44E5-9F66-C683CF8FD864},2472.55691411476
909,V0000060p,Union Branch A,Sheet 17,1.85662112,9802.95952909, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000060p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000060p.jpg,{88013C20-CF79-4A3E-8D31-555FA5250971},9802.95945337791
910,V0000060p,Union Branch B,Sheet 17,3.30409573,17445.6254322, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000060p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000060p.jpg,{C2D278C0-5BD7-47C4-8E32-9F4A9A217631},17445.6255078783
911,V0000060p,Union Branch C,Sheet 17,4.13011058,21806.9838503, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000060p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000060p.jpg,{9F81623D-7979-45F4-9B52-EA5A1F914156},21806.9838502516
912,V0000061p,Toms River A & B,Sheet 18,7.02593939,37096.9599658, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000061p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000061p.jpg,{E6533E54-7A16-466D-8BD7-B3FADB7D608E},37096.9599658342
913,V0000062p,Ridgeway Branch,Sheet 19,4.6734367,24675.745769, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000062p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000062p.jpg,{C9FD375A-7813-4B41-9F9E-CA9B43FB3F68},24675.7457689933
914,V0000062p,Ridgeway Branch tributary,Sheet 19,0.58602136,3094.19277407, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000062p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000062p.jpg,{52EC60D6-EAB9-40FF-8736-3DF102AD0F7F},3094.19277407908
915,V0000062p,Manapaqua Branch,Sheet 19,1.08149699,5710.30409552, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000062p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000062p.jpg,{7001113E-FD55-4A10-9CDF-B22977B503C6},5710.3040955124
916,V0000067p,Toms River tributary,Sheet 9,1.3386602,7068.12583565, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000067p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000067p.jpg,{5BFEE829-19B7-4021-BA97-5B96A9C8C218},7068.12583564137
917,V0000072p,North Branch Metedeconk River D,Sheet 8,4.02228157,21237.6466982, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000072p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000072p.jpg,{D22B6C6F-785B-48C7-A548-174A872D9A43},21237.6466282871
918,V0000072p,North Branch Metedeconk River C,Sheet 8,3.11705235,16458.0364239, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000072p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000072p.jpg,{A95E24C6-EF05-4524-9ADE-D30915D1A76C},16458.03647133
919,V0000075p,Manapaqua Branch,Sheet 5,1.08149699,5710.30409552, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000075p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000075p.jpg,{54374987-8829-4816-BE65-7FD8013E6307},5710.3040955124
920,V0000087p,Gravelly Run,Sheet 9,0.62293759,3289.11044963, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000087p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000087p.jpg,{60DFF6E0-A48C-4079-8EEB-DCF74565CFF3},3289.11044963084
921,V0000090p,Jakes Branch,Sheet 12,1.89675852,10014.8850008, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000090p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000090p.jpg,{50ABECCC-D994-42E1-93AD-1E6C79D544D7},10014.8850008142
922,V0000093p,Wreck Pond Brook,Sheet 14,1.14994588,6071.71422806, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000093p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000093p.jpg,{6D6E1D77-4012-4C34-B726-C506CA3B9267},6071.71435700831
923,V0000095p,Toms River tributary,Sheet 16,0.49862957,2632.76415497, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/V0000095p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/V0000095p.jpg,{D5E64359-12E6-4AB9-A18C-E369C73F0FF0},2632.7641549709
924,AB000202p,Passaic River, ,1.5012345,7926.5181808, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/AB000202p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/AB000202p.jpg,{41C55BBB-077B-42E1-A416-B0C20E6DD594},7926.51827124359
925,BDALE020p,Van Dam Brook,14pr,0.50590632,2671.18534477, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/BDALE020p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/BDALE020p.jpg,{211D44CD-9D3C-4427-8644-92C26F81D77E},2671.18534476606
926,H0000138p,Van Horn Brook,17P,0.21201281,1119.42762362, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H0000138p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H0000138p.jpg,{39AE77FE-5862-41CF-AAE2-54A99B81C229},1119.42746939538
927,H2000004p,Tributary to Lawrence Brook,03P,0.55695595,2940.72741739, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000004p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000004p.jpg,{E297A797-8FC5-4EE0-B65C-E58CCE633312},2940.72741740661
928,H2000012p,Oakeys Brook tributary,12P-R,0.96568027,5098.79181532, ,,https://www.nj.gov/dep/landuse/images/flood/profiles/H2000012p.tif,https://www.nj.gov/dep/landuse/images/flood/thumbnails/H2000012p.jpg,{34A9C94B-5B0E-4E05-B86A-7CD97F0956EB},5098.79181531736
