"Dam Name","Other Names","Former Names","NID ID","Other Structure ID","Federal ID","Owner Names","Owner Types","Primary Owner Type","State or Federal Agency ID","Number of Associated Structures","Designer Names","Non-Federal Dam on Federal Property","State Regulated Dam","State Jurisdictional Dam","State Regulatory Agency","State Permitting Authority","State Inspection Authority","State Enforcement Authority","Source Agency","Latitude","Longitude","County","State","City","Distance to Nearest City (Miles)","River or Stream Name","Congressional District","Section, Township, or Range Location","Federal Agency Owners","Federal Agency Involvement Funding","Federal Agency Involvement Design","Federal Agency Involvement Construction","Federal Agency Involvement Regulatory","Federal Agency Involvement Inspection","Federal Agency Involvement Operation","Federal Agency Involvement Other","Primary Purpose","Purposes","Primary Dam Type","Dam Types","Core Types","Foundation","Dam Height (Ft)","Hydraulic Height (Ft)","Structural Height (Ft)","NID Height (Ft)","NID Height Category","Dam Length (Ft)","Volume (Cubic Yards)","Year Completed","Year Completed Category","NID Storage (Acre-Ft)","Max Storage (Acre-Ft)","Normal Storage (Acre-Ft)","Surface Area (Acres)","Drainage Area (Sq Miles)","Max Discharge (Cubic Ft/Second)","Spillway Type","Spillway Width (Ft)","Number of Locks","Length of Locks","Lock Width (Ft)","Years Modified","Outlet Gate Type","Data Last Updated","Last Inspection Date","Inspection Frequency","Hazard Potential Classification","Condition Assessment","Condition Assessment Date","EAP Prepared","EAP Last Revision Date","Website URL"
"Lake Morski Oko Dam","","","NJ00665","","NJ00665","Preston Lake Estates Homeownerd Assn.","Private","Private","22-233","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.0263","-74.54171666666666","Morris","New Jersey","","","Rockaway River-TR","Congressional District 11, New Jersey","JEFFERSON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","385","","1953","1950-1959","54","","54","10","0.24","","","","","","","","","2022-04-11","2021-12-06","4","Low","Satisfactory","2021-12-06","Not Required","","https://damsafety.org/new-jersey"
"West Shore Trail Dam","","","NJ01018","","NJ01018","Estate of Bernard A. Handler","Private","Private","22-335","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.00616666666666","-74.68683333333334","Sussex","New Jersey","Sparta","","Wallkill River","Congressional District 11, New Jersey","BYRAM TOWNSHIP","","","","","","","","","","","Earth","Earth;Gravity","","","","","","0","Undetermined","","","","Undetermined","0","","","","","","","","","","","","","2022-04-11","2020-01-15","2","High","Poor","2020-01-15","Yes","2017-03-20","https://damsafety.org/new-jersey"
"New Jersey No Name # 14 Dam","","","NJ00379","","NJ00379","Michael T. & Heather Mendiburu","Private","Private","22-188","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.20336666666667","-74.64491666666666","Sussex","New Jersey","Sussex Borough","","West Branch Papakating Cr","Congressional District 05, New Jersey","WANTAGE TOWNSHIP","","","","","","","","","Water Supply","Water Supply","Earth","Earth;Gravity","","","25","","","25","25-50 feet","310","","","Undetermined","268","268","85","17","0.14","25","","","","","","","","2022-04-11","2001-11-30","4","Low","Not Rated","","Not Required","","https://damsafety.org/new-jersey"
"Willow Pond Dam","Willow Pond","","NJ00762","","NJ00762","USAF AMC","Federal","Federal","","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","US Air Force","40.015","-74.605","Burlington","New Jersey","NEW EGYPT","5.8","SOUTH RUN TR","","NEW HANOVER TOWNSHIP","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","US Air Force","Recreation","Recreation","Earth","Earth","Unlisted/Unknown","Unlisted/Unknown","8","","","8","Less than 25 feet","500","600","1968","1960-1969","86","86","34","10.1","0.73","170","Controlled","8","0","0","0","","","2022-04-18","2020-08-31","4","Low","Not Available","","Yes","2009-11-01","https://www.af.mil/"
"Yards Creek Auxiliary Reservoir Dam                              ","","","NJ00161","","NJ00161","Jersey Central Power & Light Company and PSEG Fossil, LLC","Private","Private","02309-03-01","1","Ebasco Services, Inc.","","Yes","Yes","NJDEP","Yes","Yes","Yes","Federal Energy Regulatory Commission","41.013400000000004","-75.0179","Warren","New Jersey","","","Yards Creek                   ","","","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Hydroelectric","Hydroelectric","Earth","Earth","Earth","Rock;Soil","22","","","22","Less than 25 feet","1050","","1965","1960-1969","450","450","450","45","1","250","Uncontrolled","100","","","","","","2022-04-18","2019-07-11","3","Low","Not Available","","Yes","2013-11-11","https://www.ferc.gov/dam-safety-and-inspections"
"Lake Riconda Dam","","","NJ00567","","NJ00567","Lake Riconda Home Owners Assoc.","Private","Private","23-62","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.11331666666667","-74.30426666666666","Passaic","New Jersey","Ringwood","","Small Branch Wanaque River","Congressional District 05, New Jersey","RINGWOOD BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","14","","","14","Less than 25 feet","600","","1937","1930-1939","57","57","31","8","0.09","68","","","","","","","","2022-04-11","2019-06-14","4","Low","Satisfactory","2019-06-14","Not Required","","https://damsafety.org/new-jersey"
"Ravine Lake Dam","","","NJ00362","","NJ00362","Somerset Lake & Game Club","Private","Private","25-54","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.7083","-74.63663333333335","Somerset","New Jersey","","","North Branch Raritan River","Congressional District 07, New Jersey","PEAPACK & GLADSTONE BORO","","","","","","","","","Recreation","Recreation","Rockfill","Rockfill;Masonry","","","45.4","","","45.4","25-50 feet","315","","1899","Before 1900","320","","320","38","26.2","0","","","","","","","","2022-04-11","2021-06-12","2","High","Fair","2021-06-12","Yes","2019-05-01","https://damsafety.org/new-jersey"
"Keswick Grove Lower Dam","","","NJ00048","","NJ00048","America's Keswick","Private","Private","32-17","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.94828333333333","-74.33888333333333","Ocean","New Jersey","Keswick Grove","","Wrangel Brook","Congressional District 04, New Jersey","MANCHESTER TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","7.8","","","7.8","Less than 25 feet","200","","1898","Before 1900","106","106","29","9","1","","","","","","","","","2022-04-11","2020-08-26","4","Low","Satisfactory","2020-08-26","Not Required","","https://damsafety.org/new-jersey"
"New Jersey No Name # 109 Dam","","","NJ00724","","NJ00724","Venkat Nadipelly and Sirisha Gona","Private","Private","29-61","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.25381666666666","-74.3358","Monmouth","New Jersey","","","Manalapan Brook","Congressional District 04, New Jersey","MANALAPAN TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","8","","","8","Less than 25 feet","210","","1950","1950-1959","120","120","85","15","1.3","70","","","","","","","","2022-04-11","2021-10-04","4","Low","Satisfactory","2021-10-04","Not Required","","https://damsafety.org/new-jersey"
"Deer Lake Dam","","","NJ00983","","NJ00983","Deer Lake Home Owners Assoc.","Private","Private","21-93","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.17733333333334","-74.82485","Sussex","New Jersey","Tuttles Corner","","Flat Brook-TR","Congressional District 05, New Jersey","SANDYSTON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","14","","","14","Less than 25 feet","390","","","Undetermined","66","66","33","7","0.2","300","","","","","","","","2022-04-11","2021-05-07","4","Low","Satisfactory","2021-05-07","Not Required","","https://damsafety.org/new-jersey"
"Silver Lake Dam","","","NJ00067","","NJ00067","Thomas Dailey, Silver Lake, LLC","Private","Private","34-8","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","39.47178333333333","-75.24833333333333","Cumberland","New Jersey","Upper Deerfield","","Loper Run","Congressional District 02, New Jersey","UPPER DEERFIELD TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","12","","","12","Less than 25 feet","225","","1936","1930-1939","100","","100","20","2.5","","","","","","","","","2022-04-11","2014-04-11","4","Low","Poor","2014-04-11","Yes","2015-04-24","https://damsafety.org/new-jersey"
"Kittatinny Lake Dam","","","NJ00265","","NJ00265","Kittatiny Lake Association","Private","Private","21-6","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.17818333333334","-74.79401666666666","Sussex","New Jersey","Tuttles Corner","","Flat Brook-TR","Congressional District 05, New Jersey","SANDYSTON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","10","","","10","Less than 25 feet","450","","1923","1920-1929","246","","246","82","1.1","50","","","","","","","","2022-04-11","2020-10-09","4","Low","Satisfactory","2020-10-09","Not Required","","https://damsafety.org/new-jersey"
"Upper Twin Lakes Dam","","","NJ00575","","NJ00575","Tilicon New York, Inc.","Private","Private","23-32","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.017","-74.30148333333334","Passaic","New Jersey","Pompton Lakes","","Irish Brook","Congressional District 11, New Jersey","WANAQUE BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","7","","","7","Less than 25 feet","270","","","Undetermined","61","","61","20","6.8","110","","","","","","","","2022-04-11","2018-08-17","4","Low","Poor","2018-08-17","Yes","2010-10-04","https://damsafety.org/new-jersey"
"Yards Creek Lower - Auxiliary Dike                               ","","","NJ00892","S001","NJ00159S001","Jersey Central Power & Light Company and PSEG Fossil, LLC","Private","Private","02309-02-02","2","Ebasco Services, Inc.","","Yes","Yes","NJDEP","Yes","Yes","Yes","Federal Energy Regulatory Commission","41.0028","-75.0163","Warren","New Jersey","Hainseburg                                        ","3","Yards Creek                   ","","","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Hydroelectric","Hydroelectric","Earth","Earth","Earth","Rock;Soil","35","","","35","25-50 feet","2091","","1965","1960-1969","5420","5420","5420","310","4.5","0","None","0","","","","","","2022-04-18","2020-09-30","1","High","Not Available","","Yes","2013-11-11","https://www.ferc.gov/dam-safety-and-inspections"
"Yards Creek Upper - Main Dam                                     ","Kittatinny Mountain Upper Dam","","NJ00160","","NJ00160","Jersey Central Power & Light Company and PSEG Fossil, LLC","Private","Private","02309-01-01","5","Ebasco Services, Inc.","","Yes","Yes","NJDEP","Yes","Yes","Yes","Federal Energy Regulatory Commission","41.0015","-75.0445","Warren","New Jersey","Hainesburg                                        ","4","Yards Creek                   ","","","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Hydroelectric","Hydroelectric","Rockfill","Rockfill;Earth","Earth","Rock;Soil","70","","","70","51-100 feet","8931","","1965","1960-1969","4900","4900","4650","160","1","9400","None","0","","","","","","2022-04-18","2020-09-30","1","High","Not Available","","Yes","2021-01-04","https://www.ferc.gov/dam-safety-and-inspections"
"Terrace Lake Dam","","","NJ00542","","NJ00542","Cambridge Heights at Terrace Lake HOA","Private","Private","22-83","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.010816666666656","-74.35921666666667","Morris","New Jersey","","","Pequannock River","Congressional District 11, New Jersey","BUTLER BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","7","","","7","Less than 25 feet","737","","","Undetermined","21","21","11","7","0.33","600","","","","","","","","2022-04-11","2021-04-20","2","Significant","Satisfactory","2021-04-20","Yes","2021-06-01","https://damsafety.org/new-jersey"
"Yards Creek Upper - West Dike                                    ","","","NJ00889","S002","NJ00160S002","Jersey Central Power & Light Company and PSEG Fossil, LLC","Private","Private","02309-01-03","5","Ebasco Services, Inc.","","Yes","Yes","NJDEP","Yes","Yes","Yes","Federal Energy Regulatory Commission","41.004200000000004","-75.0554","Warren","New Jersey","Shawnee                                           ","1","Yards Creek                   ","","","","","","","Federal Energy Regulatory Commission","Federal Energy Regulatory Commission","","","Hydroelectric","Hydroelectric","Rockfill","Rockfill","Earth","Rock;Soil","52","","","52","51-100 feet","2641","","1965","1960-1969","4900","4900","4650","160","1","0","None","0","","","","","","2022-04-18","2020-09-30","1","High","Not Available","","Yes","2013-11-11","https://www.ferc.gov/dam-safety-and-inspections"
"Cozy Lake Dam","","","NJ00309","","NJ00309","Cozy Lakers Inc.","Private","Private","22-33","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.01601666666666","-74.50468333333333","Morris","New Jersey","Jefferson","","East Branch of Rockaway River","Congressional District 11, New Jersey","JEFFERSON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","8","","","8","Less than 25 feet","610","","1924","1920-1929","150","","150","29","1.8","955","","","","","","","","2022-04-11","2018-11-03","4","Low","Satisfactory","2018-11-03","Not Required","","https://damsafety.org/new-jersey"
"Bear Pond Dam D","","","NJ00919","","NJ00919","Hudson Guild Farm","Private","Private","22-259","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.96966666666667","-74.66568333333333","Sussex","New Jersey","Hudson Guild Farm","","Lubbers Run","Congressional District 11, New Jersey","HOPATCONG BOROUGH","","","","","","","","","Recreation","Recreation","Rockfill","Rockfill","","","33","","","33","25-50 feet","290","","1905","1900-1909","19","19","17","1","0.5","148","","","","","","","","2022-04-11","2016-10-26","4","Low","Satisfactory","2016-10-26","Not Required","","https://damsafety.org/new-jersey"
"Rickabear Dam","","","NJ00757","","NJ00757","Girl Scouts of Northern New Jersey","Private","Private","22-163","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.96681666666666","-74.409","Morris","New Jersey","Kinnelon","","Rockaway River-TR","Congressional District 11, New Jersey","KINNELON BOROUGH","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","21.5","","","21.5","Less than 25 feet","1900","","1954","1950-1959","301","301","269","24","0.6","30","","","","","","","","2022-04-11","2020-06-30","2","Significant","Satisfactory","2020-06-30","Yes","2020-08-10","https://damsafety.org/new-jersey"
"Culvers Lake Dam","","","NJ00611","","NJ00611","Normanoch Association, Inc.","Private","Private","21-3","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.15811666666666","-74.7812","Sussex","New Jersey","Branchville","","Culvers Creek","Congressional District 05, New Jersey","FRANKFORD TOWNSHIP","","","","","","","","","Recreation","Recreation","Concrete","Concrete","","","8","","","8","Less than 25 feet","50","","1965","1960-1969","2400","","2400","585","6.3","","","","","","","","","2022-04-11","2018-06-06","4","Low","Satisfactory","2018-06-06","Yes","2007-07-23","https://damsafety.org/new-jersey"
"Cassville Dam","","","NJ00606","","NJ00606","Rova Farms Inc.","Private","Private","28-55","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.1107","-74.38888333333334","Ocean","New Jersey","","","Small Branch Toms River","Congressional District 04, New Jersey","JACKSON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","6","","","6","Less than 25 feet","225","","","Undetermined","100","","100","14","6","168","","","","","","","","2022-04-11","2020-08-14","2","Significant","Satisfactory","2020-08-14","Yes","2020-09-01","https://damsafety.org/new-jersey"
"Lake Windsor Dam","","","NJ00034","","NJ00034","Len Tamboer","Private","Private","22-169","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.16913333333333","-74.63876666666665","Sussex","New Jersey","","","Papakating Creek-TR","Congressional District 05, New Jersey","WANTAGE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","32","","","32","25-50 feet","310","","1959","1950-1959","602","","602","28","1","1911","","","","","","","","2022-04-11","2006-07-08","4","Low","Satisfactory","2006-07-08","Yes","2006-05-08","https://damsafety.org/new-jersey"
"Lake Arrowhead Dam","","","NJ00172","","NJ00172","Lake Arrowhead Club, Inc.","Private","Private","25-53","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","40.88946666666666","-74.46778333333333","Morris","New Jersey","Denville","","Den Brook","Congressional District 11, New Jersey","DENVILLE TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth;Gravity","","","8","","","8","Less than 25 feet","375","","1925","1920-1929","114","114","96","19","0.22","16","","","","","","","","2022-04-11","2021-08-11","2","Significant","Satisfactory","2021-08-11","Yes","2020-01-13","https://damsafety.org/new-jersey"
"Stump Pond Dam","","","NJ01022","","NJ01022","Pleasant Valley Country Club, Inc.","Private","Private","22-272","0","","","Yes","Yes","NJDEP","Yes","Yes","Yes","New Jersey","41.18488333333333","-74.5459","Sussex","New Jersey","","","Black Creek-TR","Congressional District 05, New Jersey","VERNON TOWNSHIP","","","","","","","","","Recreation","Recreation","Earth","Earth","","","25","","","25","25-50 feet","300","","","Undetermined","92","92","61","8","0.45","468","","","","","","","","2022-04-11","2021-10-28","2","High","Satisfactory","2021-10-28","Yes","","https://damsafety.org/new-jersey"
